temperature,humidity,exposure_hours,activity_level,hydration_level,age_group,heat_index,risk_score,risk_label
33.5,66.4,11,heavy,moderate,36-45,43.5,1.0,extreme
23.0,65.6,8,extreme,poor,26-35,23.1,0.815,high
36.7,59.8,2,extreme,poor,46-55,50.4,0.976,extreme
39.7,45.4,6,light,moderate,18-25,50.7,0.948,extreme
28.7,35.1,10,light,poor,55+,28.0,0.935,extreme
32.3,72.7,5,moderate,moderate,46-55,42.2,1.0,extreme
28.7,43.7,10,moderate,well,55+,28.7,0.823,high
36.7,39.0,7,moderate,poor,26-35,40.1,0.983,extreme
33.1,55.8,12,moderate,well,18-25,38.4,0.809,high
24.7,79.8,2,heavy,well,36-45,25.3,0.188,low
29.1,59.3,11,extreme,well,18-25,31.2,0.833,high
24.6,62.4,1,moderate,well,36-45,24.7,0.114,low
32.1,59.7,10,extreme,moderate,18-25,37.1,1.0,extreme
36.2,67.5,4,moderate,well,18-25,53.1,1.0,extreme
31.2,58.3,2,heavy,moderate,46-55,34.9,0.883,extreme
37.6,37.5,6,moderate,moderate,46-55,41.4,1.0,extreme
28.7,72.4,12,extreme,moderate,18-25,32.5,1.0,extreme
30.8,65.3,3,extreme,poor,46-55,35.9,0.972,extreme
26.1,47.7,3,extreme,well,55+,26.0,0.611,moderate
35.7,66.8,6,light,moderate,36-45,51.0,0.95,extreme
28.9,56.9,12,heavy,well,36-45,30.5,0.804,high
28.3,22.8,8,heavy,well,36-45,27.0,0.519,moderate
27.2,43.0,1,heavy,moderate,26-35,27.2,0.565,moderate
29.3,62.5,12,moderate,well,18-25,32.1,0.844,high
25.0,84.7,9,extreme,poor,55+,25.7,0.989,extreme
30.2,52.2,11,moderate,well,18-25,31.8,0.589,moderate
34.2,54.4,6,extreme,poor,46-55,40.5,0.968,extreme
24.6,52.7,7,light,well,46-55,24.5,0.362,low
24.5,54.2,8,light,moderate,36-45,24.4,0.266,low
25.6,75.6,6,moderate,poor,55+,26.2,0.745,high
29.5,54.6,1,heavy,moderate,26-35,31.0,0.541,moderate
32.3,45.3,6,light,poor,55+,33.8,0.922,extreme
28.9,71.8,3,heavy,moderate,36-45,32.8,0.719,high
36.9,60.7,6,moderate,moderate,36-45,51.4,1.0,extreme
35.5,56.4,1,extreme,well,46-55,44.9,0.951,extreme
27.9,40.7,11,light,moderate,46-55,27.6,0.853,extreme
27.5,38.1,9,moderate,poor,46-55,27.2,0.986,extreme
25.7,41.5,9,light,poor,46-55,25.4,0.815,high
33.6,53.8,5,extreme,moderate,18-25,38.8,1.0,extreme
30.5,54.0,8,extreme,well,46-55,32.6,0.962,extreme
32.3,51.6,2,extreme,moderate,18-25,35.4,0.909,extreme
40.1,62.9,9,heavy,poor,55+,65.5,1.0,extreme
29.7,52.6,3,extreme,poor,55+,31.0,0.984,extreme
34.9,49.4,2,extreme,moderate,55+,40.2,0.938,extreme
26.7,51.5,4,light,well,55+,27.2,0.41,moderate
37.7,68.6,12,heavy,moderate,55+,60.0,0.962,extreme
23.0,55.1,10,extreme,moderate,46-55,22.8,0.965,extreme
34.5,40.8,10,heavy,poor,18-25,36.5,0.938,extreme
38.1,97.5,7,heavy,moderate,26-35,89.9,1.0,extreme
40.7,74.7,6,heavy,well,46-55,80.7,0.932,extreme
37.9,50.8,9,light,well,18-25,48.9,1.0,extreme
29.1,54.9,9,heavy,moderate,55+,30.5,0.999,extreme
20.3,70.4,9,extreme,moderate,36-45,20.2,0.826,high
39.7,60.1,4,heavy,poor,55+,61.6,0.884,extreme
39.7,37.1,5,extreme,well,18-25,46.0,1.0,extreme
30.5,84.3,12,extreme,moderate,18-25,40.5,1.0,extreme
27.0,51.0,11,extreme,well,46-55,27.5,0.973,extreme
27.9,38.6,4,heavy,well,55+,27.5,0.531,moderate
30.0,63.6,3,light,poor,26-35,33.6,0.675,moderate
29.6,37.3,11,extreme,poor,18-25,29.0,1.0,extreme
32.5,30.4,11,light,poor,26-35,31.5,0.765,high
37.7,68.9,6,extreme,moderate,18-25,60.4,1.0,extreme
38.7,31.5,11,moderate,moderate,55+,41.2,1.0,extreme
23.7,76.8,8,extreme,moderate,55+,24.2,0.699,moderate
30.0,60.7,1,moderate,moderate,46-55,33.0,0.795,high
25.4,74.7,2,extreme,moderate,36-45,26.0,0.444,moderate
34.6,49.3,9,heavy,moderate,46-55,39.5,0.981,extreme
30.7,37.6,1,light,well,36-45,30.2,0.238,low
33.8,54.9,5,extreme,poor,26-35,39.8,1.0,extreme
37.5,57.9,5,moderate,well,36-45,51.7,1.0,extreme
25.9,55.1,5,light,moderate,26-35,26.0,0.361,low
36.0,35.8,12,light,well,36-45,37.9,0.778,high
33.2,53.3,7,extreme,well,46-55,37.7,0.89,extreme
29.2,60.6,5,heavy,poor,26-35,31.4,0.748,high
32.0,45.2,6,heavy,well,18-25,33.3,0.777,high
26.5,51.2,9,extreme,moderate,55+,26.5,1.0,extreme
43.6,64.7,6,extreme,poor,46-55,84.1,1.0,extreme
39.4,60.5,4,extreme,moderate,18-25,60.7,0.99,extreme
37.1,78.6,5,light,poor,18-25,65.6,1.0,extreme
24.1,33.2,11,heavy,poor,46-55,23.4,0.953,extreme
39.2,71.0,8,moderate,moderate,18-25,69.1,0.934,extreme
25.6,77.7,5,moderate,moderate,36-45,26.2,0.33,low
35.5,55.4,12,heavy,poor,18-25,44.4,0.982,extreme
31.5,27.7,5,heavy,poor,36-45,30.0,0.783,high
23.1,54.1,11,extreme,well,18-25,22.9,0.747,high
25.7,34.2,9,moderate,well,46-55,25.2,0.709,high
33.5,66.9,10,heavy,moderate,18-25,43.6,1.0,extreme
27.3,42.1,1,heavy,poor,18-25,27.2,0.679,moderate
31.4,87.3,8,light,moderate,36-45,45.2,0.891,extreme
35.3,67.7,10,extreme,moderate,26-35,50.2,0.96,extreme
35.5,49.2,3,moderate,well,26-35,41.4,0.902,extreme
35.6,78.0,6,light,well,46-55,57.8,0.969,extreme
34.2,56.3,6,extreme,moderate,55+,41.2,0.946,extreme
32.6,50.7,11,heavy,moderate,46-55,35.7,0.968,extreme
32.8,38.9,4,heavy,moderate,55+,33.2,0.909,extreme
31.0,62.5,3,heavy,poor,18-25,35.4,0.892,extreme
31.7,100.0,12,heavy,well,36-45,52.8,0.931,extreme
36.7,56.5,8,extreme,well,26-35,48.3,0.893,extreme
36.0,84.9,7,moderate,poor,26-35,65.2,1.0,extreme
31.6,80.5,7,moderate,poor,36-45,43.2,0.99,extreme
30.9,53.0,12,extreme,poor,36-45,33.1,0.963,extreme
39.3,58.5,3,light,well,18-25,58.6,0.913,extreme
29.9,56.5,8,moderate,moderate,55+,31.9,0.677,moderate
28.7,89.9,3,extreme,moderate,18-25,36.0,0.945,extreme
33.9,49.7,6,moderate,moderate,46-55,38.2,0.87,extreme
34.8,54.2,11,extreme,moderate,18-25,42.0,1.0,extreme
23.4,89.3,5,extreme,well,55+,24.1,0.786,high
25.5,50.0,1,extreme,well,46-55,25.4,0.604,moderate
34.7,63.2,11,heavy,poor,55+,45.6,0.868,extreme
28.4,37.0,11,light,moderate,46-55,27.8,0.756,high
36.2,60.9,9,light,well,46-55,49.3,1.0,extreme
29.9,75.4,8,moderate,moderate,26-35,36.0,0.786,high
32.3,55.6,9,heavy,well,26-35,36.4,0.859,extreme
30.9,54.9,4,extreme,moderate,55+,33.5,0.974,extreme
32.2,83.9,5,heavy,well,26-35,46.9,0.971,extreme
29.1,54.7,7,light,poor,26-35,30.4,0.61,moderate
34.3,70.3,1,extreme,poor,26-35,48.1,1.0,extreme
37.4,76.1,1,moderate,poor,18-25,64.6,1.0,extreme
34.3,75.2,11,moderate,poor,18-25,50.5,0.972,extreme
30.2,81.0,3,moderate,moderate,18-25,38.5,0.687,moderate
40.3,28.8,12,moderate,well,55+,43.2,0.929,extreme
27.4,44.8,2,light,well,18-25,27.5,0.293,low
34.6,53.8,5,heavy,well,36-45,41.3,1.0,extreme
22.7,47.0,7,light,poor,18-25,22.2,0.443,moderate
25.4,71.7,11,heavy,moderate,18-25,25.9,0.705,high
31.9,59.3,4,moderate,poor,36-45,36.7,0.864,extreme
28.1,56.6,10,heavy,well,55+,29.2,0.86,extreme
35.3,80.8,3,moderate,moderate,46-55,58.3,0.945,extreme
31.8,81.8,9,light,poor,18-25,44.5,1.0,extreme
30.2,53.3,12,extreme,poor,55+,31.9,1.0,extreme
31.0,70.1,2,light,well,18-25,37.6,0.464,moderate
23.1,58.2,6,heavy,poor,36-45,23.0,0.65,moderate
42.9,82.4,2,light,poor,55+,104.2,1.0,extreme
24.5,63.3,11,heavy,well,55+,24.7,0.817,high
31.7,49.9,5,extreme,moderate,55+,33.8,0.974,extreme
27.8,51.9,7,light,well,55+,28.3,0.472,moderate
27.9,48.7,12,light,well,18-25,28.3,0.622,moderate
24.9,70.7,1,light,poor,18-25,25.3,0.379,low
35.5,53.5,7,moderate,moderate,55+,43.5,0.993,extreme
37.8,39.0,11,light,moderate,46-55,42.5,1.0,extreme
29.7,58.1,6,heavy,poor,46-55,32.0,0.982,extreme
36.8,68.3,11,extreme,well,18-25,56.1,1.0,extreme
39.9,61.4,3,light,moderate,26-35,63.5,1.0,extreme
24.3,84.1,9,heavy,moderate,55+,25.0,0.812,high
29.0,51.9,1,light,well,55+,29.9,0.382,low
28.4,61.5,3,moderate,poor,18-25,30.2,0.601,moderate
25.5,35.4,3,light,moderate,26-35,25.1,0.224,low
33.4,68.0,3,moderate,poor,55+,43.8,0.903,extreme
35.2,43.1,4,light,poor,36-45,38.7,0.659,moderate
26.1,64.8,11,light,poor,36-45,26.5,0.654,moderate
29.8,67.3,6,light,moderate,46-55,34.0,0.754,high
36.1,62.9,5,extreme,moderate,26-35,50.2,0.962,extreme
31.4,27.4,12,extreme,poor,26-35,29.9,0.998,extreme
31.5,50.9,1,moderate,moderate,46-55,33.6,0.801,high
22.0,70.4,5,heavy,poor,36-45,22.1,0.723,high
35.7,81.6,1,light,moderate,36-45,61.0,0.912,extreme
28.0,70.4,1,moderate,well,46-55,30.8,0.477,moderate
33.3,69.3,6,heavy,poor,18-25,44.2,0.993,extreme
36.6,67.4,5,heavy,moderate,26-35,54.7,0.901,extreme
38.3,58.0,3,heavy,poor,36-45,54.7,0.94,extreme
36.6,47.0,2,light,poor,55+,43.3,1.0,extreme
33.8,49.1,5,heavy,well,36-45,37.7,0.825,high
39.6,46.2,8,moderate,moderate,55+,50.8,1.0,extreme
34.6,79.9,1,heavy,well,18-25,54.9,1.0,extreme
32.1,54.1,7,light,moderate,55+,35.6,0.789,high
26.7,64.3,7,extreme,poor,26-35,27.9,0.96,extreme
29.1,31.8,10,moderate,well,18-25,28.0,0.732,high
29.4,58.1,5,moderate,poor,55+,31.4,0.906,extreme
31.3,64.6,4,extreme,moderate,36-45,36.9,0.867,extreme
28.5,60.5,9,heavy,poor,26-35,30.3,0.95,extreme
36.6,100.0,9,extreme,well,55+,82.5,0.92,extreme
36.9,64.8,5,extreme,well,26-35,54.1,1.0,extreme
37.4,56.4,10,light,well,55+,50.6,1.0,extreme
30.7,60.9,2,light,poor,26-35,34.5,0.679,moderate
37.3,36.6,11,heavy,poor,46-55,40.6,0.992,extreme
28.4,54.4,4,moderate,well,18-25,29.4,0.304,low
31.6,35.5,5,moderate,well,55+,31.0,0.563,moderate
26.8,48.4,10,moderate,moderate,26-35,27.1,0.706,high
38.3,72.3,4,light,well,55+,66.0,0.938,extreme
38.9,52.7,7,heavy,well,46-55,53.1,0.989,extreme
30.5,45.8,11,moderate,moderate,18-25,31.1,0.782,high
38.0,74.4,3,moderate,well,18-25,66.0,0.954,extreme
30.9,61.8,11,heavy,moderate,26-35,35.0,0.857,extreme
35.3,59.8,3,light,well,36-45,45.9,0.759,high
27.9,50.1,4,heavy,well,26-35,28.3,0.474,moderate
32.7,69.0,3,extreme,poor,18-25,42.2,1.0,extreme
26.0,30.9,4,moderate,moderate,26-35,25.5,0.316,low
37.4,78.6,3,light,well,36-45,67.1,0.999,extreme
30.9,65.9,7,heavy,well,18-25,36.1,0.73,high
32.7,55.4,2,extreme,well,36-45,37.4,0.808,high
36.0,68.1,5,extreme,well,55+,52.9,0.991,extreme
21.2,57.9,12,moderate,moderate,46-55,20.9,0.792,high
31.2,65.2,12,heavy,moderate,46-55,36.6,0.919,extreme
35.0,68.0,8,heavy,moderate,36-45,49.2,1.0,extreme
23.9,50.1,8,moderate,moderate,26-35,23.7,0.418,moderate
33.8,57.8,10,light,well,46-55,40.7,0.942,extreme
35.7,75.0,5,heavy,poor,18-25,56.0,0.94,extreme
39.6,67.9,10,extreme,moderate,18-25,67.9,1.0,extreme
38.6,64.9,5,moderate,poor,26-35,61.0,0.987,extreme
38.6,49.7,11,moderate,poor,36-45,50.0,0.973,extreme
34.3,81.4,11,extreme,moderate,36-45,54.4,1.0,extreme
35.0,21.3,1,light,moderate,55+,33.2,0.691,moderate
37.2,65.6,5,light,moderate,36-45,55.9,0.962,extreme
36.0,78.9,8,extreme,poor,36-45,60.2,1.0,extreme
34.2,58.0,1,extreme,well,55+,41.9,0.868,extreme
20.0,73.1,4,light,well,18-25,20.0,0.172,low
32.7,44.3,12,heavy,well,26-35,34.2,0.966,extreme
32.0,54.6,3,heavy,poor,55+,35.6,1.0,extreme
31.6,61.3,8,light,poor,55+,36.4,1.0,extreme
33.3,66.0,11,moderate,moderate,18-25,42.7,0.996,extreme
35.0,58.4,4,heavy,moderate,46-55,44.3,0.986,extreme
24.4,64.3,9,moderate,well,26-35,24.5,0.518,moderate
35.1,45.7,6,moderate,moderate,18-25,39.2,1.0,extreme
31.6,84.4,7,moderate,well,46-55,44.8,0.978,extreme
25.7,38.8,9,extreme,poor,46-55,25.3,0.94,extreme
26.1,51.9,2,light,poor,46-55,26.1,0.542,moderate
36.2,54.2,10,heavy,moderate,18-25,45.6,1.0,extreme
36.7,45.0,11,extreme,moderate,18-25,42.7,0.964,extreme
23.2,43.9,10,heavy,poor,46-55,22.7,0.937,extreme
28.4,46.6,9,light,well,26-35,28.6,0.571,moderate
25.0,52.1,11,extreme,moderate,55+,25.0,0.999,extreme
34.0,51.3,12,heavy,well,26-35,38.8,0.954,extreme
36.8,80.5,5,light,poor,46-55,65.6,1.0,extreme
22.7,47.5,9,light,well,36-45,22.3,0.464,moderate
35.4,63.2,1,extreme,well,55+,48.0,0.878,extreme
30.1,50.9,2,extreme,poor,36-45,31.3,0.87,extreme
32.7,53.3,4,heavy,poor,46-55,36.5,0.972,extreme
34.1,51.8,8,moderate,moderate,36-45,39.1,0.989,extreme
27.4,35.7,5,heavy,well,26-35,27.0,0.363,low
34.8,63.5,10,light,well,18-25,46.2,0.903,extreme
25.6,49.1,9,moderate,moderate,46-55,25.5,0.595,moderate
20.1,48.4,8,heavy,well,26-35,19.5,0.335,low
37.5,82.9,4,extreme,moderate,26-35,71.4,0.944,extreme
31.6,69.5,10,moderate,poor,36-45,39.2,1.0,extreme
26.8,54.4,8,extreme,well,26-35,27.5,0.727,high
28.3,41.7,6,extreme,poor,26-35,28.1,1.0,extreme
29.1,58.4,6,light,moderate,46-55,30.9,0.609,moderate
31.3,37.1,11,moderate,poor,36-45,30.8,0.927,extreme
22.6,67.8,5,moderate,poor,55+,22.7,0.726,high
32.1,90.8,1,extreme,well,26-35,49.9,1.0,extreme
37.0,46.6,4,extreme,poor,26-35,44.1,0.994,extreme
32.1,34.4,5,moderate,well,55+,31.5,0.565,moderate
25.6,50.8,5,light,moderate,36-45,25.5,0.331,low
26.6,67.4,4,light,well,26-35,28.1,0.308,low
34.0,44.8,6,heavy,poor,55+,36.8,1.0,extreme
29.2,80.4,12,light,poor,55+,35.4,0.999,extreme
31.4,67.1,1,moderate,well,55+,37.8,0.662,moderate
30.6,70.7,5,moderate,poor,26-35,36.7,0.841,high
25.3,47.0,3,light,moderate,46-55,25.1,0.384,low
28.4,64.7,9,heavy,moderate,36-45,30.7,0.872,extreme
25.4,55.2,3,moderate,well,18-25,25.4,0.269,low
36.6,68.0,4,heavy,poor,46-55,55.3,0.972,extreme
41.2,50.8,9,moderate,poor,46-55,59.4,1.0,extreme
28.3,47.8,6,extreme,well,36-45,28.6,0.604,moderate
34.3,33.7,4,moderate,moderate,36-45,34.4,0.68,moderate
34.7,46.8,3,extreme,poor,55+,38.9,1.0,extreme
29.5,40.1,2,light,moderate,46-55,29.2,0.444,moderate
34.0,52.2,5,moderate,moderate,26-35,39.3,0.929,extreme
38.4,45.5,9,heavy,moderate,26-35,47.2,0.922,extreme
22.0,61.3,4,extreme,well,46-55,21.9,0.555,moderate
33.4,50.0,10,extreme,moderate,55+,37.0,0.949,extreme
32.4,61.2,6,heavy,moderate,18-25,38.5,0.811,high
32.8,65.0,11,extreme,well,18-25,41.0,1.0,extreme
34.7,47.7,2,extreme,poor,55+,39.1,0.96,extreme
27.4,52.0,3,extreme,poor,46-55,28.0,1.0,extreme
27.3,44.8,9,light,well,46-55,27.3,0.669,moderate
31.4,61.0,6,heavy,well,26-35,36.0,0.692,moderate
32.3,77.9,6,extreme,moderate,26-35,44.4,1.0,extreme
34.3,62.3,5,heavy,well,18-25,44.0,1.0,extreme
20.0,56.1,11,light,poor,36-45,19.5,0.62,moderate
32.7,80.1,1,light,moderate,55+,47.0,0.971,extreme
35.6,40.6,2,light,poor,46-55,38.5,0.878,extreme
38.3,63.8,10,heavy,well,26-35,58.9,0.929,extreme
35.4,68.6,10,extreme,well,36-45,50.9,1.0,extreme
38.1,63.9,1,moderate,moderate,18-25,58.3,0.89,extreme
37.4,73.4,4,light,poor,46-55,62.7,1.0,extreme
38.0,57.6,11,heavy,well,18-25,53.3,0.953,extreme
25.8,58.1,7,light,poor,55+,26.0,0.597,moderate
30.9,63.7,10,extreme,well,36-45,35.6,1.0,extreme
36.8,54.5,10,heavy,moderate,46-55,47.8,1.0,extreme
37.7,59.5,7,light,moderate,55+,53.4,0.974,extreme
41.6,64.0,1,extreme,well,55+,73.4,0.998,extreme
26.7,74.4,7,extreme,well,55+,28.7,0.852,extreme
35.7,36.4,12,heavy,moderate,46-55,37.4,0.978,extreme
32.6,55.0,7,moderate,well,55+,36.9,0.842,high
29.6,93.2,2,extreme,well,36-45,40.1,1.0,extreme
30.1,50.8,12,light,poor,55+,31.4,0.964,extreme
30.1,61.2,9,light,moderate,18-25,33.3,0.883,extreme
25.6,52.2,10,moderate,poor,46-55,25.6,0.924,extreme
45.0,40.2,11,moderate,well,26-35,63.2,1.0,extreme
38.4,52.7,5,light,poor,36-45,51.6,1.0,extreme
29.0,26.9,8,light,poor,18-25,27.7,0.606,moderate
30.8,60.2,10,light,poor,46-55,34.5,0.953,extreme
40.9,56.3,8,heavy,poor,18-25,63.2,1.0,extreme
31.5,74.6,8,heavy,moderate,55+,40.6,1.0,extreme
26.9,44.4,1,moderate,poor,18-25,27.0,0.627,moderate
38.4,53.6,12,moderate,poor,55+,52.2,0.967,extreme
32.2,66.8,8,moderate,moderate,46-55,39.8,0.999,extreme
27.1,61.2,9,heavy,well,18-25,28.3,0.75,high
34.6,70.9,10,heavy,poor,46-55,49.4,1.0,extreme
38.4,43.0,4,light,well,46-55,45.9,0.791,high
20.0,46.3,3,heavy,poor,55+,19.3,0.715,high
33.4,10.0,8,light,well,36-45,30.9,0.253,low
30.0,77.5,8,moderate,moderate,26-35,36.8,0.69,moderate
34.4,82.0,6,extreme,well,18-25,55.1,0.935,extreme
36.7,77.9,12,extreme,moderate,36-45,63.1,1.0,extreme
30.7,51.7,8,heavy,poor,18-25,32.4,0.925,extreme
29.5,76.8,8,light,moderate,18-25,35.3,0.628,moderate
27.3,30.5,8,extreme,well,55+,26.6,0.805,high
32.0,62.0,7,moderate,poor,46-55,37.6,0.974,extreme
33.5,78.0,8,heavy,moderate,55+,49.2,1.0,extreme
33.7,53.8,8,light,moderate,36-45,39.0,0.865,extreme
28.3,57.9,4,moderate,poor,55+,29.6,0.815,high
41.9,63.0,2,extreme,poor,55+,73.9,0.992,extreme
35.5,78.6,12,light,moderate,46-55,57.8,0.989,extreme
32.8,63.7,3,moderate,moderate,55+,40.4,1.0,extreme
35.0,81.4,4,extreme,well,55+,57.6,1.0,extreme
34.0,31.1,12,extreme,poor,36-45,33.4,0.928,extreme
39.4,49.1,11,heavy,well,55+,52.3,1.0,extreme
34.8,71.9,10,heavy,moderate,26-35,50.9,0.876,extreme
20.0,44.6,3,moderate,moderate,26-35,19.2,0.325,low
26.2,60.6,2,moderate,well,18-25,26.5,0.117,low
29.9,90.2,7,heavy,poor,46-55,40.4,0.906,extreme
29.4,65.7,1,moderate,poor,18-25,32.7,0.815,high
38.1,64.3,1,extreme,well,26-35,58.4,0.956,extreme
38.9,78.1,2,extreme,poor,55+,74.1,0.957,extreme
36.3,58.4,12,extreme,well,18-25,48.3,1.0,extreme
29.8,51.3,2,extreme,poor,36-45,30.9,0.84,high
30.1,52.8,5,light,moderate,36-45,31.6,0.507,moderate
31.9,75.5,8,moderate,poor,26-35,42.1,0.95,extreme
33.0,65.4,2,light,poor,26-35,41.6,0.962,extreme
25.5,63.0,2,light,poor,26-35,25.8,0.334,low
37.5,24.6,6,light,poor,55+,37.1,0.983,extreme
33.8,44.5,6,moderate,well,46-55,36.3,0.824,high
22.0,58.2,6,heavy,moderate,18-25,21.8,0.55,moderate
32.4,67.4,2,light,moderate,36-45,40.7,0.821,high
24.9,73.3,4,light,well,55+,25.4,0.163,low
40.6,18.8,11,heavy,moderate,26-35,39.9,0.99,extreme
30.8,77.6,4,moderate,poor,55+,39.5,0.994,extreme
31.7,67.6,1,moderate,well,26-35,38.6,0.563,moderate
33.3,78.2,3,heavy,well,18-25,48.5,0.977,extreme
35.8,82.3,7,light,moderate,36-45,62.1,0.909,extreme
31.6,56.2,8,extreme,well,18-25,35.2,0.966,extreme
31.1,52.1,6,moderate,well,36-45,33.2,0.633,moderate
22.7,82.8,12,extreme,moderate,46-55,23.2,0.961,extreme
29.6,45.1,6,light,moderate,36-45,29.8,0.444,moderate
31.6,73.1,11,heavy,well,26-35,40.4,0.935,extreme
21.1,58.4,4,moderate,moderate,55+,20.8,0.447,moderate
37.4,86.4,2,heavy,well,26-35,74.0,1.0,extreme
32.8,72.4,2,extreme,well,36-45,43.8,1.0,extreme
29.9,77.6,7,light,moderate,36-45,36.6,0.722,high
31.7,69.9,7,extreme,moderate,18-25,39.5,1.0,extreme
32.6,59.5,10,extreme,moderate,18-25,38.3,1.0,extreme
31.6,74.1,6,heavy,moderate,46-55,40.8,0.978,extreme
37.0,54.7,7,light,moderate,55+,48.3,1.0,extreme
26.3,72.3,8,extreme,moderate,36-45,27.8,0.86,extreme
26.6,90.1,8,extreme,well,26-35,29.6,0.735,high
33.3,53.7,11,light,poor,26-35,38.1,1.0,extreme
25.2,76.6,6,heavy,moderate,18-25,25.7,0.501,moderate
37.9,45.9,12,extreme,moderate,36-45,46.0,1.0,extreme
27.9,45.7,8,heavy,poor,18-25,28.0,0.907,extreme
25.8,67.3,10,heavy,well,46-55,26.2,0.748,high
33.8,46.9,8,heavy,well,36-45,37.1,0.714,high
23.4,100.0,2,extreme,well,18-25,24.4,0.447,moderate
29.1,68.3,9,moderate,moderate,26-35,32.6,1.0,extreme
27.7,56.9,5,moderate,moderate,36-45,28.7,0.606,moderate
28.5,78.2,12,extreme,moderate,36-45,33.1,1.0,extreme
25.4,65.6,11,heavy,poor,36-45,25.7,0.871,extreme
40.3,49.5,5,light,poor,18-25,55.4,0.984,extreme
39.3,84.8,2,heavy,well,36-45,83.5,0.939,extreme
33.4,61.4,10,moderate,well,18-25,41.2,0.984,extreme
38.4,76.2,4,extreme,moderate,46-55,70.0,1.0,extreme
27.9,75.7,10,heavy,well,36-45,31.2,0.813,high
36.3,84.9,8,light,poor,26-35,66.5,1.0,extreme
32.0,59.4,8,light,well,36-45,36.9,0.512,moderate
27.1,65.3,11,moderate,moderate,46-55,28.6,0.866,extreme
33.4,57.9,1,heavy,moderate,55+,39.8,1.0,extreme
39.4,100.0,1,heavy,poor,26-35,103.2,1.0,extreme
25.6,44.9,5,moderate,moderate,26-35,25.4,0.393,low
30.9,74.2,7,light,poor,55+,38.6,0.98,extreme
30.2,65.3,10,heavy,well,18-25,34.5,1.0,extreme
30.0,24.1,5,heavy,well,46-55,28.4,0.663,moderate
39.0,58.2,8,moderate,poor,55+,57.2,1.0,extreme
37.0,51.2,7,extreme,poor,55+,46.3,0.993,extreme
30.3,92.6,12,extreme,poor,18-25,43.0,0.953,extreme
29.8,66.5,7,light,poor,36-45,33.8,0.823,high
33.0,67.7,1,heavy,poor,36-45,42.6,1.0,extreme
32.8,38.3,10,light,well,36-45,33.2,0.775,high
24.3,69.3,2,light,poor,46-55,24.6,0.541,moderate
23.2,51.9,11,extreme,poor,18-25,22.9,0.939,extreme
31.7,53.3,9,extreme,well,36-45,34.6,1.0,extreme
20.9,55.0,7,moderate,moderate,18-25,20.4,0.441,moderate
29.6,57.2,5,moderate,well,46-55,31.5,0.637,moderate
34.4,69.7,9,light,well,36-45,47.9,1.0,extreme
33.9,61.0,11,light,moderate,46-55,42.2,0.995,extreme
32.2,61.2,4,light,moderate,36-45,37.9,0.596,moderate
35.4,63.8,10,heavy,well,18-25,48.1,0.917,extreme
26.1,80.0,12,heavy,poor,36-45,28.0,1.0,extreme
35.3,79.9,9,light,poor,55+,57.7,0.86,extreme
35.0,63.8,7,light,moderate,26-35,46.9,0.874,extreme
35.5,77.9,1,extreme,well,36-45,57.2,0.971,extreme
26.7,50.2,9,light,well,46-55,27.1,0.779,high
34.5,55.6,8,light,well,55+,41.6,0.931,extreme
26.1,55.6,4,light,well,26-35,26.2,0.067,low
29.6,43.2,3,moderate,moderate,18-25,29.6,0.406,moderate
28.5,37.0,10,heavy,well,46-55,27.9,0.919,extreme
31.7,45.5,2,light,moderate,46-55,32.9,0.616,moderate
25.9,75.9,2,moderate,well,18-25,26.6,0.194,low
29.9,55.9,2,heavy,poor,26-35,31.8,0.674,moderate
29.5,64.4,9,heavy,poor,55+,32.7,0.969,extreme
29.6,68.1,1,heavy,well,55+,33.7,0.87,extreme
35.2,54.1,7,moderate,poor,36-45,42.8,0.983,extreme
27.0,65.2,1,light,poor,36-45,28.5,0.519,moderate
27.3,62.4,9,heavy,poor,36-45,28.7,0.965,extreme
34.2,63.8,3,extreme,well,46-55,44.3,0.989,extreme
30.2,46.6,1,moderate,poor,18-25,30.8,0.535,moderate
35.3,54.8,2,moderate,poor,18-25,43.4,0.964,extreme
25.0,53.3,6,heavy,well,55+,24.9,0.474,moderate
33.5,61.2,11,light,moderate,18-25,41.3,1.0,extreme
30.1,56.0,7,moderate,moderate,55+,32.3,0.896,extreme
27.9,55.6,6,moderate,well,36-45,28.8,0.445,moderate
29.7,40.3,11,extreme,moderate,18-25,29.4,1.0,extreme
28.6,52.5,7,light,moderate,26-35,29.4,0.491,moderate
36.7,69.6,1,light,poor,26-35,56.7,0.965,extreme
38.8,51.8,9,extreme,well,26-35,52.2,0.922,extreme
34.7,70.6,5,light,moderate,36-45,49.5,1.0,extreme
36.0,37.3,11,moderate,well,46-55,38.2,0.979,extreme
34.0,35.6,7,heavy,moderate,26-35,34.3,0.923,extreme
24.1,64.2,1,extreme,poor,55+,24.3,0.896,extreme
29.8,66.5,8,light,moderate,26-35,33.7,0.696,moderate
23.4,43.8,7,light,poor,46-55,22.9,0.616,moderate
34.9,80.9,5,light,poor,36-45,56.8,0.993,extreme
42.3,51.2,7,light,poor,36-45,63.8,0.993,extreme
29.5,55.3,4,heavy,poor,55+,31.1,0.861,extreme
43.7,69.8,6,heavy,well,55+,91.8,0.998,extreme
29.9,68.9,11,extreme,moderate,46-55,34.6,0.931,extreme
30.6,55.1,12,heavy,poor,55+,32.9,1.0,extreme
